doi
10.1103/PhysRevD.65.021301
10.1016/S0393-0440(97)00002-8
10.1103/PhysRevD.69.053007
10.1086/338893
10.1007/s002200100561
10.1103/PhysRevD.62.075001
10.1134/S1063778806040144
10.1142/S0217751X0502121X
10.1103/PhysRevD.71.013007
10.1016/S0370-1573(03)00140-6
10.1103/PhysRevD.71.073008
10.1086/508049
10.1142/S0217732304014781
10.1016/j.physletb.2004.11.010
10.1111/j.1365-2966.2007.11593.x
10.1103/PhysRevC.71.034909
10.1086/517959
10.1016/S0370-1573(99)00101-5
10.1103/PhysRevD.63.084017
10.1103/PhysRevD.76.104015
10.1103/RevModPhys.74.145
10.1088/1126-6708/2006/01/139
10.1103/PhysRevLett.94.162301
10.1016/j.physrep.2007.02.010
10.1016/j.physletb.2004.09.027
10.1088/1126-6708/2007/03/014
10.1007/s10714-006-0328-8
10.1016/j.physletb.2007.07.032
10.1111/j.1365-2966.2007.12040.x
10.1103/PhysRevD.77.015003
10.1103/PhysRevC.72.064901
10.1016/S0920-5632(98)00135-2
10.1103/PhysRevB.72.115204
10.1103/RevModPhys.79.1015
10.1103/PhysRevC.70.021901
10.1007/s10909-007-9350-9
10.1142/S0217751X07037159
10.1016/S0370-2693(01)00247-7
10.1103/RevModPhys.80.965
10.1103/PhysRevD.74.084014
10.1016/S0920-5632(03)02071-1
10.1086/431891
10.1088/1126-6708/2007/12/006
10.1103/PhysRevLett.94.212001
10.1088/0264-9381/25/9/095007
10.1088/0004-6256/135/4/1136
10.1086/592044
10.1086/505455
10.1016/j.nuclphysb.2007.11.030
10.1088/1475-7516/2007/12/011
10.1088/1475-7516/2008/08/003
10.1103/PhysRevD.62.066004
10.1086/444361
10.1103/PhysRevD.69.094024
10.1142/S0217751X00002822
10.1103/PhysRevD.70.034502
10.1007/s00220-006-0087-0
10.1103/RevModPhys.77.1027
10.1016/j.physrep.2005.12.002
10.1016/S0550-3213(98)00054-6
10.1103/PhysRevD.77.066004
10.1016/S0920-5632(98)00325-9
10.1016/S0927-6505(99)00010-9
10.1140/epjc/s2004-02061-6
10.1086/508917
10.1016/S0370-1573(02)00219-3
10.1016/j.physrep.2005.06.005
10.1088/1126-6708/2006/06/007
10.1103/PhysRevD.66.045025
10.1086/497353
10.1103/PhysRevD.68.053004
10.1088/1126-6708/2005/08/080
10.1103/PhysRevD.78.083010
10.1007/s11232-006-0086-5
10.1088/1126-6708/2008/08/098
10.1103/PhysRevLett.96.056602
10.1103/PhysRevE.69.045202
10.1016/j.aop.2006.11.014
10.1016/j.nuclphysb.2005.12.026
10.1103/PhysRevC.72.034906
10.1088/1126-6708/2005/10/013
10.1103/PhysRevD.65.064021
10.1103/PhysRevD.69.123524
10.1103/PhysRevD.77.014018
10.1103/PhysRevD.77.063516
10.1103/PhysRevD.71.123504
10.1103/PhysRevD.77.126011
10.1142/S0217751X97001894
10.1088/1367-2630/8/6/097
10.1016/S0370-1573(97)00089-6
10.1142/S0218271805006080
10.1142/S0217751X07035070
10.1007/JHEP11(2011)129
10.1088/1126-6708/2006/01/082
10.1016/j.physletb.2003.11.080
10.1103/PhysRevD.59.095002
10.1016/S0550-3213(02)00816-7
10.1002/prop.200310335
10.1209/epl/i2002-00415-5
10.1088/1126-6708/2007/04/003
10.1142/9789812567819_0009
10.1016/S0550-3213(01)00144-4
10.1016/j.physrep.2005.10.001
10.1103/PhysRevD.64.023508
10.1086/498229
10.1016/j.physletb.2005.09.043
10.1103/PhysRevD.57.5455
10.1016/S0550-3213(02)00539-4
10.1103/PhysRevD.73.095001
10.1046/j.1365-8711.2001.04157.x
10.1007/s100500050322
10.1016/j.physletb.2006.06.085
10.1103/RevModPhys.76.125
10.1016/S0920-5632(98)00137-6
10.1088/1126-6708/2006/10/051
10.1103/PhysRevD.77.063504
10.1086/510198
10.1016/j.nuclphysb.2004.10.023
10.1051/0004-6361:20065585
10.1103/PhysRevD.67.063508
10.1016/j.physletb.2006.01.066
10.1088/1126-6708/2007/10/029
10.1140/epjst/e2008-00592-3
10.1088/0264-9381/23/5/010
10.1103/PhysRevD.67.059901
10.1103/PhysRevD.74.023512
10.1103/PhysRevLett.95.021601
10.1142/S0218271803004316
10.1142/S0217751X02012259
10.1103/PhysRevD.76.126003
10.1088/1126-6708/2007/11/050
10.1103/PhysRevD.66.101502
10.1103/PhysRevD.83.119902
10.1103/PhysRevD.60.075010
10.1103/PhysRevD.58.124025
10.1088/1126-6708/2007/07/080
10.1007/s00220-006-0100-7
10.1086/374657
10.1103/PhysRevD.74.043513
10.1140/epjc/s2003-01204-7
10.1016/S0370-1573(01)00081-3
10.1103/PhysRevD.69.123509
10.1007/s11232-008-0041-8
10.1016/S0550-3213(00)00224-8
10.1103/PhysRevLett.88.101802
10.1002/prop.200900076
10.1086/503418
10.1007/s100520050105
10.1023/A:1001848500339
10.1016/j.aop.2004.09.017
10.1016/j.physrep.2004.08.032
10.1086/518551
10.1103/PhysRevB.66.054437
10.1016/S0370-1573(00)00079-X
10.1103/PhysRevA.68.042322
10.1016/j.physrep.2007.12.003
10.1103/PhysRevLett.99.152301
10.1016/S0370-1573(97)00086-0
10.1140/epjc/s2004-02099-4
10.1103/PhysRevE.72.036221
10.1088/0264-9381/20/21/005
10.1142/S0217732308023505
10.1098/rspa.1999.0502
10.1016/S0370-2693(96)01219-1
10.1016/j.aop.2007.01.007
10.1103/PhysRevD.66.103507
10.1140/epjc/s10052-007-0271-1
10.1046/j.1365-8711.2002.05033.x
10.1007/s002200050161
10.1088/0264-9381/17/1/101
10.1103/RevModPhys.76.853
10.1103/PhysRevD.76.083512
10.1103/PhysRevLett.94.032301
10.1111/j.1365-2966.2007.11738.x
10.1103/PhysRevLett.95.010501
10.1103/PhysRevD.76.091103
10.1086/343782
10.1016/j.nuclphysb.2005.11.002
10.1088/1475-7516/2008/03/002
10.1103/PhysRevD.66.043523
10.1103/PhysRevD.75.063506
10.1103/PhysRevD.75.083007
10.1016/j.physletb.2005.04.041
10.1103/PhysRevD.63.087503
10.1086/508481
10.1103/PhysRevC.75.044903
10.1103/RevModPhys.77.1423
10.1103/PhysRevD.68.014501
10.1103/PhysRevB.74.085308
10.1103/PhysRevD.58.086002
10.1086/466510
10.1142/S0217732302008186
10.1007/s00220-002-0730-3
10.1086/519511
10.1103/PhysRevD.69.112004
10.1088/1126-6708/2006/04/038
10.1086/516748
10.1142/S0217732302008319
10.1046/j.1365-8711.2001.04456.x
10.1103/PhysRevD.62.043509
10.1086/426099
10.1103/PhysRevLett.99.129901
10.1142/9789812704030_0015
10.1086/523619
10.1140/epjc/s10052-007-0432-2
10.1086/386535
10.1103/PhysRevB.70.205338
10.1016/j.physletb.2006.06.036
10.1046/j.1365-8711.2003.06494.x
10.1088/0954-3899/29/1/311
10.1088/1126-6708/2006/10/087
10.1103/PhysRevB.73.121403
10.1016/S0378-4371(02)00736-7
10.1007/s002200050353
10.1103/PhysRevD.77.054006
10.1016/j.physletb.2005.10.083
10.1142/S0218271807010936
10.1111/j.1365-2966.2004.08359.x
10.1016/j.physletb.2008.01.005
10.1142/S0217732305016518
10.1088/0954-3899/32/3/012
10.1111/j.1365-2966.2006.10145.x
10.1103/PhysRevLett.90.151301
10.1103/PhysRevD.63.125025
10.1088/1126-6708/2006/10/008
10.1007/s00220-014-1983-3
10.1103/PhysRevLett.93.171101
10.1103/PhysRevLett.95.117001
10.1016/j.physrep.2004.10.003
10.1051/0004-6361/201527101
10.1103/PhysRevD.60.074503
10.1103/PhysRevD.67.125014
10.1016/S0550-3213(03)00230-X
10.1016/S0920-5632(97)00422-2
10.1007/s00220-005-1487-2
10.1103/PhysRevD.70.059901
10.1088/1126-6708/2006/04/003
10.1088/0264-9381/23/12/N01
10.1016/j.nuclphysb.2004.06.041
10.1103/PhysRevLett.97.120501
10.1103/PhysRevD.73.119901
10.1142/S0218301305003752
10.1086/521026
10.1103/PhysRevB.76.165416
10.1103/PhysRevLett.92.242002
10.1086/504412
10.1103/PhysRevD.76.025017
10.1103/PhysRevD.72.114512
10.1103/PhysRevD.69.115008
10.1103/PhysRevB.68.165308
10.1103/PhysRevD.68.072002
10.1103/PhysRevD.67.035009
10.1103/PhysRevD.56.5844
10.1088/1126-6708/2007/02/001
10.1007/s100510050998
10.1006/aphy.2001.6209
10.1111/j.1365-2966.2006.10774.x
10.1086/524397
10.1016/j.aop.2005.10.006
10.1103/PhysRevD.76.114505
10.1016/j.nuclphysa.2016.04.025
10.1016/j.nima.2008.07.100
10.1103/PhysRevC.71.054903
10.1086/377685
10.1088/1475-7516/2008/03/007
10.1086/526333
10.1016/S0920-5632(98)00392-2
10.1142/S0217732308025991
10.1103/PhysRevB.70.134508
10.1088/0264-9381/18/1/301
10.1140/epjc/s2005-02147-7
10.1086/429746
10.1086/506464
10.1086/420986
10.1109/TIT.2004.839476
10.1088/1126-6708/2007/01/036
10.1016/S0370-2693(99)00406-2
10.1088/0253-6102/46/2/021
10.1086/590947
10.1103/PhysRevD.59.074009
10.1103/PhysRevLett.93.171104
10.1016/S0920-5632(98)00128-5
10.1086/505646
10.1103/PhysRevD.59.043508
10.1103/PhysRevD.72.123523
10.1007/s002200050338
10.1103/PhysRevB.70.241304
10.1142/S0217732305016658
10.1103/PhysRevD.62.103517
10.1007/s00220-008-0479-4
10.1103/PhysRevLett.99.241102
10.1016/S0550-3213(97)00679-2
10.1103/PhysRevLett.96.220503
10.1103/PhysRevD.60.049901
10.1103/RevModPhys.78.1043
10.1103/PhysRevB.76.195421
10.1088/1126-6708/2006/01/039
10.1016/j.cities.2012.03.001
10.1556/APH.24.2005.1-4.44
10.1103/PhysRevD.71.076009
10.1103/PhysRevD.75.119907
10.1088/1367-2630/5/1/137
10.1080/00018730601170527
10.1103/PhysRevB.71.064516
10.1103/PhysRevD.62.019902
10.1016/S0370-2693(99)00137-9
10.1103/PhysRevC.64.024901
10.1086/427175
10.1007/s11232-008-0045-4
10.1103/PhysRevD.65.093014
10.1103/PhysRevD.55.7203
10.1134/1.1577917
10.1103/PhysRevD.65.053015
10.1111/j.1365-2966.2005.09451.x
10.1103/PhysRevD.68.114506
10.1007/s00601-012-0492-1
10.1103/PhysRevD.69.013004
10.1007/s00220-007-0258-7
10.1142/S0217751X03016859
10.1016/S0370-1573(03)00059-0
10.1016/S0550-3213(97)00798-0
10.1016/j.physletb.2006.09.059
10.1103/PhysRevD.69.107303
10.1103/PhysRevA.76.033620
10.1016/S0370-1573(01)00098-9
10.1016/j.physrep.2004.05.005
10.1080/13642819908214845
10.1103/PhysRevD.68.055003
10.1142/S0217751X06029521
10.1142/S0217732307022839
10.1103/PhysRevD.62.117701
10.1086/375264
10.1103/PhysRevA.62.012306
10.1088/0954-3899/29/1/305
10.1016/S0927-6505(01)00115-3
10.1016/j.physrep.2005.08.006
10.1016/S0370-1573(01)00009-6
10.1086/420778
10.1016/S0370-2693(99)00991-0
10.1016/S0550-3213(01)00659-9
10.1103/PhysRevD.58.124030
10.1016/S0393-0440(99)00017-0
10.1063/1.533175
10.1142/S0217751X06030928
10.1007/s10714-008-0661-1
10.1088/1126-6708/2007/01/106
10.1103/PhysRevB.63.224516
10.1016/S0550-3213(98)00524-0
10.1103/RevModPhys.77.1257
10.1016/j.physa.2006.04.001
10.1088/0264-9381/21/1/015
10.1103/PhysRevA.80.052303
10.1590/S0103-97332007000300005
10.1086/420985
10.1088/1126-6708/2007/12/084
10.1103/PhysRevD.77.089905
10.1016/S0550-3213(98)00759-7
10.1103/PhysRevB.77.184516
10.1103/RevModPhys.76.663
10.1103/PhysRevD.60.023504
10.1016/S0370-2693(03)00766-4
10.1103/PhysRevD.73.074505
10.1016/j.physletb.2005.10.073
10.1088/1475-7516/2013/03/039
10.1103/PhysRevD.71.063502
10.1103/PhysRevD.70.029903
10.1088/0264-9381/23/3/019
10.1103/PhysRevA.75.032110
10.1111/j.1365-2966.2004.07736.x
10.1103/PhysRevB.74.224510
10.1103/PhysRevD.66.043002
10.1103/PhysRevD.78.063535
10.1103/PhysRevD.75.085015
10.1007/s002200050374
10.1007/s10701-005-9042-8
10.1142/S0217732305018682
10.1142/S0218301306003941
10.1088/1126-6708/2006/07/042
10.1088/1126-6708/2008/07/022
10.1088/0264-9381/24/22/011
10.1103/PhysRevD.68.041501
10.1103/PhysRevLett.95.081602
10.1007/s00220-002-0734-z
10.1103/PhysRevD.61.047301
10.1088/1126-6708/2006/05/025
10.1103/PhysRevD.74.034505
10.1103/PhysRevD.73.067302
10.1103/PhysRevE.63.066103
10.1088/0264-9381/22/6/007
10.1051/0004-6361:20053950
10.1016/j.physletb.2007.04.018
10.1086/523256
10.1016/j.nuclphysb.2004.07.016
10.1086/344099
10.1007/JHEP11(2011)107
10.1086/427910
10.1103/PhysRevD.70.034508
10.1103/PhysRevLett.90.102302
10.1016/j.nuclphysb.2006.06.026
10.1142/S0217751X98000196
10.1111/j.1365-2966.2007.12245.x
10.1016/S0370-1573(00)00031-4
10.1007/s00220-007-0338-8
10.1103/PhysRevB.67.094514
10.1103/RevModPhys.76.599
10.1016/j.nuclphysb.2010.04.018
10.1023/B:GERG.0000048981.40061.63
10.1088/1126-6708/2009/07/082
10.1016/S0927-6505(02)00194-9
10.1145/2906152
10.1142/S021773230802700X
10.1006/aphy.2001.6149
10.1016/S0550-3213(00)00747-1
10.1142/S0217751X99000415
10.1016/j.nuclphysbps.2006.08.064
10.1142/9789812704030_0050
10.1209/epl/i2002-00592-1
10.1103/PhysRevC.72.064910
10.1016/S0370-1573(98)00130-6
10.1111/j.1365-2966.2005.09011.x
10.1063/1.2943443
10.1111/j.1365-2966.2007.12695.x
10.1016/j.nuclphysb.2003.09.041
10.1086/518755
10.1142/S0217732306021852
10.1086/523659
10.1103/PhysRevD.72.114505
10.1007/s00220-003-0850-4
10.1143/PTP.117.1077
10.1088/1126-6708/2008/04/053
10.1103/PhysRevC.66.014005
10.1016/j.physrep.2008.02.003
10.1111/j.1365-2966.2008.12959.x
10.1103/PhysRevD.72.063509
10.1007/s10701-006-9070-z
10.1103/PhysRevC.72.051901
10.1023/B:MATH.0000027508.00421.bf
10.1142/S0217751X02005694
10.1103/PhysRevLett.90.061301
10.1086/343847
10.1016/S0370-1573(01)00063-1
10.1142/S0218271804004852
10.1103/PhysRevD.56.3844
10.1103/PhysRevLett.104.142301
10.1088/1367-2630/8/1/015
10.1142/S0217751X04018294
10.1016/S0370-1573(00)00129-0
10.1142/S0217732303009678
10.1016/S0370-2693(99)00155-0
10.1103/PhysRevD.67.114506
10.1016/S0370-2693(99)00179-3
10.1016/j.nuclphysb.2006.05.013
10.1088/1475-7516/2004/11/008
10.1016/j.physletb.2009.12.035
10.1140/epjc/s2005-02283-0
10.1103/PhysRevLett.91.111601
10.1016/j.nuclphysbps.2007.08.143
10.1016/j.physletb.2005.11.021
10.1046/j.1365-8711.2003.06165.x
10.1143/PTP.121.895
10.1016/S0550-3213(00)00344-8
10.1209/epl/i2003-10195-x
10.1088/1742-6596/67/1/012015
10.1016/S0550-3213(01)00494-1
10.1103/PhysRevD.58.124031
10.1103/PhysRevD.69.123507
10.1142/S0218271806008516
10.1103/PhysRevD.74.059901
10.1103/PhysRevLett.93.230801
10.1103/PhysRevD.66.023528
10.1103/PhysRevA.75.052328
10.1086/338838
10.1088/1126-6708/2008/04/011
10.1007/s10509-009-9987-8
10.1103/PhysRevD.69.103517
10.1103/PhysRevD.58.109901
10.1103/PhysRevE.64.026118
10.1016/S0550-3213(98)00436-2
10.1051/0004-6361:20042392
10.1007/s002200050461
10.1209/epl/i2003-00324-1
10.1103/PhysRevD.69.074504
10.1007/s00220-006-0056-7
10.1140/epjc/s10052-007-0238-2
10.1086/303851
10.1063/1.532983
10.1016/j.physletb.2005.02.031
10.1086/497362
10.1088/1475-7516/2004/10/005
10.1103/PhysRevE.63.036101
10.1103/PhysRevD.76.103526
10.1103/PhysRevD.59.039903
10.1142/S0217732301004856
10.1016/j.nima.2010.11.012
10.1016/S0370-1573(00)00082-X
10.1007/s00220-004-1285-2
10.1109/JSAC.2012.120405
10.1142/S0217732304013866
10.1016/S0375-9474(00)00595-9
10.1086/342787
10.1103/RevModPhys.77.1375
10.1088/1475-7516/2006/02/010
10.1016/j.physletb.2004.11.029
10.1016/S0370-1573(98)00016-7
10.1006/aphy.1996.5641
10.1103/PhysRevB.70.174402
10.1103/PhysRevD.67.044020
10.1086/589730
10.1103/PhysRevA.70.013603
10.1103/PhysRevD.67.044019
10.1063/1.1384864
10.1103/PhysRevD.64.125010
10.1016/j.physletb.2007.11.020
10.1086/339855
10.1086/519480
10.1007/s00220-005-1448-9
10.1086/323972
10.1088/1475-7516/2005/06/008
10.1103/PhysRevD.72.079902
10.1103/PhysRevB.65.094504
10.1103/PhysRevD.70.079904
10.1016/j.nuclphysbps.2005.08.045
10.1142/9789812704030_0039
10.1007/s00220-003-0995-1
10.1016/S0927-6505(02)00151-2
10.1086/340346
10.1016/j.physletb.2004.04.089
10.1103/PhysRevD.65.013012
10.1016/S0370-1573(00)00122-8
10.1016/S0370-2693(01)01004-8
10.1103/PhysRevLett.82.3952
10.1080/13642810008209796
10.1016/j.crhy.2004.09.012
10.1016/j.physletb.2007.06.055
10.1103/PhysRevD.70.035015
10.1142/S0218271899000286
10.1088/1475-7516/2004/02/005
10.1088/1475-7516/2007/02/023
10.1063/1.481543
10.1103/PhysRevLett.91.027001
10.1086/427203
10.1103/PhysRevA.71.060305
10.1142/S0217751X04020919
10.1103/PhysRevB.71.113310
10.1103/PhysRevD.65.013006
10.1142/S0217751X01004384
10.1086/429787
10.1103/PhysRevD.62.059903
10.1051/0004-6361:20040042
10.1016/j.physletb.2007.08.009
10.1007/s00601-006-0162-2
10.1140/epjc/s10052-006-0182-6
10.1023/B:TAMP.0000033032.20685.60
10.1103/PhysRevD.66.019901
10.1007/s002880050508
10.1016/S0370-1573(99)00100-3
10.1016/j.physletb.2008.02.008
10.1111/j.1365-2966.2006.11107.x
10.1016/j.physletb.2005.03.017
10.1016/j.newast.2004.12.001
10.1088/1126-6708/2006/01/148
10.1023/A:1025931630841
10.1103/PhysRevD.69.015007
10.1016/j.physletb.2006.09.003
10.1103/PhysRevD.70.092008
10.1016/S0370-1573(01)00010-2
10.1103/PhysRevA.69.033602
10.1016/j.pss.2007.04.001
10.1103/PhysRevD.74.063501
10.1007/s00220-008-0548-8
10.1016/j.cpc.2008.08.006
10.1103/PhysRevD.60.099902
10.1142/S0217751X97000591
10.1016/S0022-3697(98)00098-5
10.1103/PhysRevD.74.123510
10.1103/RevModPhys.73.151
10.1088/1742-6596/50/1/003
10.1088/1126-6708/2007/12/087
10.1088/1469-7688/3/6/307
10.1142/S0218271807010961
10.1103/PhysRevD.73.122001
10.1103/PhysRevB.74.045311
10.1016/j.nuclphysb.2005.07.021
10.1051/0004-6361:20053518
10.1086/498224
10.1063/1.1865321
10.1086/509907
10.1088/1126-6708/2008/12/033
10.1103/PhysRevD.65.075025
10.1086/422463
10.1140/epjc/s2003-01207-4
10.1016/j.physletb.2006.07.069
10.1016/S0370-1573(02)00550-1
10.1111/j.1365-2966.2005.09593.x
10.1016/S0927-6505(01)00177-3
10.1103/RevModPhys.79.469
10.1142/S0217751X05022329
10.1088/1126-6708/2005/07/053
10.1103/PhysRevD.62.055008
10.1142/9789812704030_0207
10.1016/j.nuclphysb.2007.03.005
10.1088/1126-6708/2008/01/020
10.1016/S0550-3213(00)00397-7
10.1088/1475-7516/2007/12/017
10.1142/S0217751X03015313
10.1051/0004-6361:20053626
10.1086/498556
10.1086/344361
10.1086/427158
10.1103/PhysRevA.57.4153
10.1103/PhysRevA.80.032302
10.1016/j.nuclphysb.2008.03.022
10.1086/516636
10.1142/S0218271802003006
10.1016/j.media.2016.05.004
10.1134/S106377610806006X
10.1103/PhysRevLett.93.207003
10.1086/383516
10.1016/S0393-0440(01)00051-1
10.1016/S0375-9601(03)00377-3
10.1103/PhysRevB.76.035315
10.1016/j.nuclphysb.2006.04.034
10.1103/PhysRevD.68.123506
10.1103/PhysRevD.70.123515
10.1088/1126-6708/2007/12/068
10.1016/S0550-3213(97)00280-0
10.1103/PhysRevD.60.023506
10.1103/PhysRevD.61.064018
10.1103/PhysRevD.62.086003
10.1103/PhysRevD.70.092001
10.1103/PhysRevD.68.045001
10.1046/j.1365-8711.2003.06826.x
10.1103/PhysRevD.72.094032
10.1016/j.cpc.2008.08.001
10.1007/s100510050980
10.1103/PhysRevA.73.013605
10.1086/338330
10.1103/PhysRevC.73.049904
10.1103/PhysRevD.67.041901
10.1088/1742-5468/2007/11/P11012
10.1016/j.geomphys.2010.05.011
10.1103/PhysRevD.72.098501
10.1088/0264-9381/21/9/001
10.1103/PhysRevD.74.025018
10.1142/S0217751X04018348
10.1111/j.1365-2966.2005.08771.x
10.1088/0954-3899/31/3/007
10.1140/epjc/s10052-006-0129-y
10.1088/1126-6708/2005/10/049
10.1142/S0218271803003049
10.1007/s002200050126
10.1103/PhysRevD.61.123506
10.1007/s00220-014-2248-x
10.1103/PhysRevD.72.084024
10.1103/PhysRevD.69.084025
10.1016/S0370-2693(98)00695-9
10.1016/S0550-3213(98)00146-1
10.1103/PhysRevD.65.119901
10.1046/j.1365-8711.2002.05831.x
10.1103/PhysRevLett.92.256601
10.1016/S0370-2693(99)01460-4
10.1140/epja/i2006-10216-4
10.1007/s100529801009
10.1134/1.1561971
10.1088/1367-2630/3/1/316
10.1103/PhysRevA.65.032314
10.1016/S0550-3213(99)00755-5
10.1209/epl/i2003-00388-9
10.1142/S0218271805007425
10.1103/PhysRevD.70.129904
10.1086/421436
10.1103/PhysRevD.65.126005
10.1103/PhysRevD.68.059901
10.1103/PhysRevC.65.045204
10.1143/JPSJ.77.104708
10.1209/epl/i2004-10167-8
10.1140/epjc/s10052-007-0258-y
10.1142/S0217751X97001481
10.1103/PhysRevC.75.054904
10.1016/S0550-3213(03)00043-9
10.1103/RevModPhys.75.715
10.1103/PhysRevC.70.044313
10.1063/1.1383976
10.1103/PhysRevD.77.074010
10.1016/S0550-3213(00)00464-8
10.1088/1126-6708/2007/09/050
10.1103/PhysRevB.75.104503
10.1088/1126-6708/2005/07/029
10.1103/PhysRevD.72.034027
10.1103/PhysRevD.70.074010
10.1142/S0217751X03017440
10.1103/PhysRevD.71.054001
10.1016/j.nuclphysa.2004.06.022
10.1063/1.2000707
10.1088/0253-6102/45/2/025
10.1103/PhysRevC.71.064906
10.1007/s00220-007-0383-3
10.1103/PhysRevD.72.036001
10.1016/j.nuclphysb.2003.10.015
10.1016/S0375-9474(99)00368-1
10.1063/1.481621
10.1088/0264-9381/23/3/020
10.1103/PhysRevB.58.8214
10.1007/s00205-010-0367-x
10.1016/j.physletb.2008.08.039
10.1007/s00220-002-0758-4
10.1086/512091
10.1086/423125
10.1142/S0217751X99001342
10.1103/PhysRevLett.90.182002
10.1088/1126-6708/2005/09/057
10.1023/A:1004838616921
10.1142/S0217751X06025055
10.1103/PhysRevD.69.019903
10.1103/PhysRevLett.99.237003
10.1103/PhysRevLett.100.240401
10.1103/PhysRevC.77.024907
10.1007/PL00005576
10.1103/PhysRevD.69.086002
10.1088/0954-3899/34/4/009
10.1140/epja/i2003-10174-3
10.1046/j.1365-8711.2003.06291.x
10.1016/S0370-1573(01)00061-8
10.1142/S0217751X98002547
10.1111/j.1365-2966.2005.09676.x
10.1103/PhysRevD.56.2127
10.1088/1126-6708/2007/11/077
10.1103/PhysRevA.66.012305
10.1016/S0550-3213(01)00401-1
10.1103/PhysRevLett.100.023601
10.1086/526404
10.1088/0264-9381/20/24/008
10.1103/PhysRevD.65.083516
10.1088/0264-9381/20/24/013
10.1088/0264-9381/19/21/315
10.1142/S0219887805000673
10.1103/PhysRevB.72.045438
10.1111/j.1365-2966.2007.12317.x
10.1016/S0370-2693(00)01255-7
10.1088/1475-7516/2004/11/007
10.1103/PhysRevLett.87.227001
10.1103/PhysRevC.70.041901
10.1103/PhysRevC.72.031901
10.1142/S0217751X99000841
10.1142/S0217751X04019548
10.1140/epjc/s2003-01463-2
10.1016/j.physletb.2007.05.015
10.1088/0031-8949/58/6/003
